input_text,output_text
question: Will these work on a 2004 Ford Explorer? context: I don't know,I don't know
question: Will these work on a 2004 Ford Explorer? context: I use the mirrors on my 2009 Envoy.  They hook on the door at the window and the bottom of the door. I believe they will work on any vehicle door.  And the extension arm allows for great visibility down both sides of my travel trailer.  Hope this is helpful.,I use the mirrors on my 2009 Envoy.  They hook on the door at the window and the bottom of the door. I believe they will work on any vehicle door.  And the extension arm allows for great visibility down both sides of my travel trailer.  Hope this is helpful.
"question: Will these work on a 2004 Ford Explorer? context: I expect that these mirrors will work on any vehicle with a non-fixed or hard sealed drivers or passenger window.  In other words,  this mirror clips into the window seal or track at the bottom of the window and the adjustment strap clips to the bottom of the door.  I am using these mirrors on a 2003 Ford Explorer Sport Trac, and they also fit on my Tacoma, and F-250.","I expect that these mirrors will work on any vehicle with a non-fixed or hard sealed drivers or passenger window.  In other words,  this mirror clips into the window seal or track at the bottom of the window and the adjustment strap clips to the bottom of the door.  I am using these mirrors on a 2003 Ford Explorer Sport Trac, and they also fit on my Tacoma, and F-250."
"question: Will these work on a 2004 Ford Explorer? context: You have to order one for each side.  By the way, these mirrors provide much better vision than the fender mounts.","You have to order one for each side.  By the way, these mirrors provide much better vision than the fender mounts."
question: Will these work on a 2004 Ford Explorer? context: Need to order two although they are interchangeable side to side,Need to order two although they are interchangeable side to side
"question: Will these work on a 2004 Ford Explorer? context: Single unit, order 2 if you need one for each side.","Single unit, order 2 if you need one for each side."
"question: Will these work on a 2004 Ford Explorer? context: This is a single unit. You would have to order 2, but it's worth it, if like us you can't use the ones that mount on the wing mirrors.","This is a single unit. You would have to order 2, but it's worth it, if like us you can't use the ones that mount on the wing mirrors."
question: Will these work on a 2004 Ford Explorer? context: Order 2,Order 2
question: Will these work on a 2004 Ford Explorer? context: No not a set,No not a set
question: Will these work on a 2004 Ford Explorer? context: you need to order 2,you need to order 2
question: Will these work on a 2004 Ford Explorer? context: You have to order 2 Connie G,You have to order 2 Connie G
question: Will these work on a 2004 Ford Explorer? context: They came as a set. Did not work for us and are on a shelf in the garage.,They came as a set. Did not work for us and are on a shelf in the garage.
"question: Will these work on a 2004 Ford Explorer? context: Hi Robert,I have two canvas bags, I put one in each and hang them in my storage shed. This way I don't have to re-adjust them each time.","Hi Robert,I have two canvas bags, I put one in each and hang them in my storage shed. This way I don't have to re-adjust them each time."
"question: Will these work on a 2004 Ford Explorer? context: When you loosen  frame to take it off, you only have to give it an inch of slack.  It will then go on easily and can be tightened to where it needs to be.  It helps to pad strap where it contacts door to avoid wind vibration and friction.","When you loosen  frame to take it off, you only have to give it an inch of slack.  It will then go on easily and can be tightened to where it needs to be.  It helps to pad strap where it contacts door to avoid wind vibration and friction."
"question: Will these work on a 2004 Ford Explorer? context: I just lay them in the storage compartment of my camper.  I make sure they're sitting on top of anything else that might be in there.  2 years later, they are still fine.","I just lay them in the storage compartment of my camper.  I make sure they're sitting on top of anything else that might be in there.  2 years later, they are still fine."
question: Will these work on a 2004 Ford Explorer? context: I just loosen the strap which frees it from the door and just wrap them to keep from getting scratched and store it in our travel trailer when not using them. I do not completely brake down. They just kind of fold up.,I just loosen the strap which frees it from the door and just wrap them to keep from getting scratched and store it in our travel trailer when not using them. I do not completely brake down. They just kind of fold up.
"question: Will these work on a 2004 Ford Explorer? context: Robert, I easily stored these in my garage by hanging them by the strap, I simply hooked the metal bracket off from a ladder I have on the wall. I do not break them down all the way.","Robert, I easily stored these in my garage by hanging them by the strap, I simply hooked the metal bracket off from a ladder I have on the wall. I do not break them down all the way."
